Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,UniqueID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
0034870-01-001,34870,Masch Patricia D Trustee,3600 Irving Apts,3600 Irving St,San Francisco,CA,94122,10/1/1968,,7/1/1969,12/31/2013,220 Jackson St 3 Fl,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,4,Sunset/Parkside,,POINT (-122.49653 37.762733),0034870-01-001-0034870-5300-5399-07-01-1969,39,10,7,35,39
1267616-01-211,1120567,Andrea Hartsough,Office Of Andrea Hartsough,258 Monterey Blvd,San Francisco,CA,94131,1/6/2021,,1/6/2021,,258 Monterey Blvd,San Francisco,94131,CA,7210-7219 5400-5499 5300-5399,Multiple,FALSE,TRUE,,,7,West of Twin Peaks,,POINT (-122.44108 37.73165),1267616-01-211-1120567-7210-7219 5400-5499 5300-5399-01-06-2021,95,9,8,41,95
0363368-02-001,363368,St San Diego Llc,Mattress Discounters,4550 Geary Blvd,San Francisco,CA,94118,12/6/2002,6/30/2021,12/6/2002,6/30/2021,***Administratively Closed,,,,,,FALSE,FALSE,,,1,Inner Richmond,,POINT (-122.46804 37.780945),0363368-02-001-0363368--12-06-2002,5,8,4,11,5
1010944-11-141,445486,Vegher John,Moddler Llc,2325 Third St 208,San+francisco,CA,94107,7/1/2008,,9/1/2013,,2325 3rd St Ste 224,San Francisco,94107,CA,,,FALSE,FALSE,,,10,Potrero Hill,,POINT (-122.38792 37.759243),1010944-11-141-0445486--09-01-2013,55,2,9,26,55
1270644-03-211,1121807,Qlicket Inc.,Qlicket Inc.,573 Birch St,San Francisco,CA,94102,1/1/2021,,1/1/2021,,573 Birch St,San Francisco,94102,CA,5100-5199,Information,FALSE,FALSE,,,5,Hayes Valley,,POINT (-122.426056 37.777897),1270644-03-211-1121807-5100-5199-01-01-2021,22,4,11,9,22
1231972-08-191,1105867,Loft Architecture Design,Loft Architecture + Design,739 Bryant St Ste 207,San Francisco,CA,94107,8/23/2019,,8/23/2019,,739 Bryant St,San Francisco,94107,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,South of Market,,POINT (-122.40111 37.777122),1231972-08-191-1105867-5400-5499-08-23-2019,32,1,10,34,32
1199742-09-181,1092322,Culinary Artistas Llc,Culinary Artistas,900 North Point St H108b,San Francisco,CA,94109,6/8/2017,,6/8/2018,,900 North Point St H108b Ste,San Francisco,94109,CA,5400-5499 7100-7199 7220-7229,Multiple,FALSE,FALSE,,,2,Russian Hill,,POINT (-122.42213 37.805508),1199742-09-181-1092322-5400-5499 7100-7199 7220-7229-06-08-2018,98,6,6,32,98
1049010-01-161,1023009,Farooqui Zaid,10 Dodge Street,10 Dodge St,San Francisco,CA,94102,11/23/2015,4/18/2016,11/23/2015,4/18/2016,,,,,,,FALSE,FALSE,,,6,Tenderloin,,POINT (-122.41688 37.78207),1049010-01-161-1023009--11-23-2015,20,5,10,36,20
1210948-01-191,1060841,"Numerai, Llc",Numerai Gp Llc,101 California St,San Francisco,CA,94111,1/15/2016,6/30/2020,1/15/2016,6/30/2020,,,,,5210-5239,Financial Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.39771 37.79347),1210948-01-191-1060841-5210-5239-01-15-2016,108,6,3,8,108
0061181-01-001,61181,L & L Dental Ceramics Inc,L & L Dental Ceramics Inc,4411 Geary Blvd Ste 200,San Francisco,CA,94118,1/1/1970,12/31/2017,1/1/1970,12/31/2017,,,,,,,FALSE,FALSE,,,1,Inner Richmond,,POINT (-122.4666 37.78082),0061181-01-001-0061181--01-01-1970,5,8,4,11,5
1008080-09-141,202590,Gaines Herbert / Schulz Robert,Mr Wire,1427 Mission Rd Ste D,South+san+francisco,CA,94080,1/1/1991,6/30/2021,1/1/1991,6/30/2021,***Administratively Closed,,,,,,FALSE,FALSE,,,,,,POINT (-122.44735 37.666893),1008080-09-141-0202590--01-01-1991,,,,,
0416918-01-999,416918,Ramos Maria O,2331-2333 Mission St Apts,2331-33 Mission St,Pacifica,CA,94044,4/1/2007,,4/1/2007,,Po Box 347343,San Francisco,94134,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,,,,POINT (-122.489334 37.636127),0416918-01-999-0416918-5300-5399-04-01-2007,,,,,
1291824-11-211,372198,D O C Restaurant Group Llc,A16 At Ferry Building,1 Ferry Plz 17,San+francisco,CA,94111,11/24/2003,,11/17/2021,,2355 Chestnut St,San Francisco,94123,CA,7220-7229,Food Services,TRUE,TRUE,,,3,Financial District/South Beach,,POINT (-122.3921 37.795555),1291824-11-211-0372198-7220-7229-11-17-2021,108,6,3,8,108
1056209-02-161,1027493,Tri Valley Excavating Co Inc,San Francisco Opera House,6503 Calaveras Rd,Sunol,CA,94586,6/1/2015,6/1/2015,6/1/2015,6/1/2015,,,,,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-121.867256 37.55741),1056209-02-161-1027493-2300-2399-06-01-2015,,,,,
1031737-06-151,1015118,The Adam Sparks Family Revocable Trust Dtd,The Adam Sparks Family Revocable Trust Dtd,203 Willow St 301,San Francisco,CA,94109,1/1/2005,6/26/2019,1/1/2005,6/26/2019,,,,,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,5,Western Addition,,POINT (-122.42111 37.783306),1031737-06-151-1015118-5300-5399-01-01-2005,100,4,11,39,100
1247493-02-201,445674,One Medical Group Inc,One Medical Group,1 Embarcadero Ctr Ste 1900,San+francisco,CA,94111,1/1/2010,,8/1/2019,,1 Embarcadero Ctr Ste 1900,San Francisco,94111,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.39966 37.794666),1247493-02-201-0445674-6100-6299-08-01-2019,108,6,3,8,108
1009878-10-141,474214,Market Tools Research Sltn Inc,Metrixlab,201 Mission St 1400,San Francisco,CA,94105,3/28/2012,6/6/2017,5/5/2014,9/30/2014,,,,,,,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.395 37.79176),1009878-10-141-0474214--05-05-2014,108,1,10,8,108
1270653-03-211,1121812,City View Services Inc.,City View Services Inc.,338 Main St 22b,San Francisco,CA,94105,2/23/2021,,2/23/2021,,338 Main St 22b,San Francisco,94105,CA,5240-5249,Insurance,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.391266 37.788857),1270653-03-211-1121812-5240-5249-02-23-2021,30,1,10,8,30
1059257-03-161,475221,Genji Pacific Llc,Mai Cuisine,185 Channel St,San Francisco,CA,94158,1/2/2013,,3/12/2016,,6390 Hedgewood Dr Ste 300,Allentown,18106,PA,7220-7229,Food Services,FALSE,FALSE,,,6,Mission Bay,,POINT (-122.3913 37.774372),1059257-03-161-0475221-7220-7229-03-12-2016,34,1,10,4,34
1270661-03-211,1121815,Indoor Air Technologies,Indoor Air Technologies,5116 Brookfield Ct,Fairfield,CA,94534,3/1/2021,,3/1/2021,,5116 Brookfield Ct,Fairfield,94534,CA,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.143196 38.188232),1270661-03-211-1121815-2300-2399-03-01-2021,,,,,
1270659-03-211,1121814,Michael Bimbo,Stevenson's Roofing Co,4659 Mission St,San Francisco,CA,94112,12/20/2020,,12/29/2020,,4659 Mission St,San Francisco,94112,CA,2300-2399,Construction,FALSE,FALSE,,,11,Excelsior,,POINT (-122.43549 37.723713),1270659-03-211-1121814-2300-2399-12-29-2020,90,9,1,7,90
0365821-02-999,365821,Zom Corporation,Eagle Security Svc/cernys Lock,26203 Production Ave Ste 5,Hayward,CA,94545,1/1/2003,,10/25/2010,,699 Lewelling Blvd 146333 Ste,San Leandro,94579,CA,,,FALSE,FALSE,,,,,,POINT (-122.11985 37.627472),0365821-02-999-0365821--10-25-2010,,,,,
0034870-02-001,34870,Masch Patricia D Trustee,1679-1699 Broderick Apts,1679 Broderick St,San Francisco,CA,94115,10/1/1968,,10/1/1968,,220 Jackson St 3 Fl,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,2,Pacific Heights,,POINT (-122.44171 37.78572),0034870-02-001-0034870-5300-5399-10-01-1968,103,8,6,30,103
1252949-06-201,1106573,Unspun Narrative Llc,Unseam The Label,3026 Clement St,San Francisco,CA,94121,9/12/2019,,9/12/2019,12/27/2020,2021 Fillmore St 1089 Ste,San Francisco,94115,CA,,,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.49164 37.78174),1252949-06-201-1106573--09-12-2019,8,8,4,29,8
0034972-01-001,34972,Luppino Joseph John Jasper Jr,1710-1718 Judah Apartments,1710 Judah St,San Francisco,CA,94122,10/1/1968,3/16/2021,10/1/1968,3/16/2021,,,,,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,4,Sunset/Parkside,,POINT (-122.48041 37.761578),0034972-01-001-0034972-5300-5399-10-01-1968,39,10,7,35,39
0034992-01-001,34992,Tom Benjamin & Tom Ruby,1717 Jones Apts,1717 Jones St,San Francisco,CA,94109,10/1/1968,,10/1/1968,,0000 Undeliverable Mail,San Francisco,99999,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,3,Nob Hill,,POINT (-122.41528 37.797062),0034992-01-001-0034992-5300-5399-10-01-1968,107,6,3,21,107
1267111-01-211,1120335,"Redux C+d, Inc.","Redux C+d, Inc.",1 Southwood Ct,Oakland,CA,94611,1/12/2021,,1/12/2021,,1 Southwood Ct. Southwood Ct,Oakland,94611,CA,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.199585 37.832954),1267111-01-211-1120335-2300-2399-01-12-2021,,,,,
0202995-01-999,202995,Cubillas Esteban,Try-Us Painting,2941 Brook Way,Richmond,CA,94806,2/19/1991,5/28/2020,1/1/2004,5/28/2020,,,,,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.32891 37.964474),0202995-01-999-0202995-2300-2399-01-01-2004,,,,,
1164682-10-171,1077779,Stefanie Schur,Studio Nelumbo Design,1817 24th Ave,San Francisco,CA,94122,10/23/2017,12/7/2019,10/23/2017,12/7/2019,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,4,Sunset/Parkside,,POINT (-122.48184 37.75364),1164682-10-171-1077779-5400-5499-10-23-2017,39,10,7,35,39
1209445-01-191,1096737,Amy Nghe,Amy Nghe Photography,201 Harrison Street St Apt 321,San Francisco,CA,94105,1/9/2019,1/1/2021,1/9/2019,1/1/2021,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.39037 37.78805),1209445-01-191-1096737-5400-5499-01-09-2019,30,1,10,8,30
1248724-03-201,1112899,The Hairapist Incorporated,The Hairapist Inc,3412 Balboa St,San Francisco,CA,94121,3/11/2020,,3/11/2020,,3412 Balboa St,San Francisco,94121,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.49539 37.77583),1248724-03-201-1112899-6100-6299-03-11-2020,8,8,4,29,8
0372732-01-001,372732,Super Nova Industries Llc,Integral Tech The,478 Bartlett St,San Francisco,CA,94110,12/17/2003,3/31/2020,1/1/2006,3/31/2020,,,,,5100-5199,Information,FALSE,FALSE,,,9,Mission,,POINT (-122.41932 37.74935),0372732-01-001-0372732-5100-5199-01-01-2006,53,3,2,20,53
0457963-01-001,457963,Textme Incorporated,Textme Incorporated,50 California St 3200,San Francisco,CA,94111,3/23/2011,,3/23/2011,8/31/2012,275 Post St Ste 500,San Francisco,94108,CA,5100-5199,Information,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.397 37.793613),0457963-01-001-0457963-5100-5199-03-23-2011,108,6,3,8,108
1199703-09-181,1092301,"Les Elements Ventures, Llc",Les Elements,45 Vesta St,San Francisco,CA,94124,9/5/2018,3/1/2019,9/5/2018,3/1/2019,,,,,,,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.400055 37.730946),1199703-09-181-1092301--09-05-2018,87,2,9,1,87
1217479-04-191,1100207,Alexandra Brittijn,Vibebysandra,1447 Chestnut Street St Apt 4,San Francisco,CA,94123,4/1/2019,1/10/2021,4/1/2019,5/1/2020,,,,,,,FALSE,FALSE,,,2,Marina,,POINT (-122.427155 37.801945),1217479-04-191-1100207--04-01-2019,17,4,6,13,17
0034992-02-001,34992,Tom Benjamin & Tom Ruby,Glorious Food By Ruby Tom,1717 Jones St,San Francisco,CA,94109,10/1/1968,,10/29/1984,12/31/2001,0000 Undeliverable Mail,San Francisco,99999,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,3,Nob Hill,,POINT (-122.41528 37.797062),0034992-02-001-0034992-5300-5399-10-29-1984,107,6,3,21,107
1267278-01-211,1120414,Cheryl Jennings,Your Place Or Mine,603 Grand View Ave,San Francisco,CA,94114,1/4/2021,,1/4/2021,,603 Grand View Ave,San Francisco,94114,CA,,,FALSE,FALSE,,,8,Noe Valley,,POINT (-122.44273 37.75066),1267278-01-211-1120414--01-04-2021,51,3,5,22,51
0035001-01-001,35001,Gudvangen Evelyn,172 Julian Apts,172 Julian Ave,San Francisco,CA,94103,10/1/1968,6/30/2015,10/1/1968,6/30/2015,,,,,,,FALSE,FALSE,,,9,Mission,,POINT (-122.42098 37.765446),0035001-01-001-0035001--10-01-1968,53,3,2,20,53
0035075-01-001,35075,Ho Tung Hay,1737 Mason Apts,1737 Mason St,San Francisco,CA,94133,10/1/1968,8/31/2016,10/1/1968,8/31/2016,,,,,,,FALSE,FALSE,,,3,Russian Hill,,POINT (-122.41241 37.79953),0035075-01-001-0035075--10-01-1968,107,6,3,32,107
0482705-01-001,482705,Fpl Corporate Services Llc,Fpl Corporate Services Llc,505 Montgomery St Fl 11,San Francisco,CA,94111,6/1/2013,,6/1/2013,6/29/2018,123 N Wacker Dr 2500 Ste,Chicago,60606,IL,,,FALSE,FALSE,,,3,Chinatown,,POINT (-122.403015 37.793884),0482705-01-001-0482705--06-01-2013,104,6,3,6,104
0035432-03-001,35432,Deroos Frances M Etal,2272 Chestnut Property,2272 Chestnut St,San Francisco,CA,94123,10/1/1968,1/1/2014,6/2/1971,1/1/2014,,,,,,,FALSE,FALSE,,,2,Marina,,POINT (-122.44072 37.800274),0035432-03-001-0035432--06-02-1971,17,4,6,13,17
0035432-02-001,35432,Deroos Frances M Etal,2410 Chestnut Apts,2410 Chestnut St,San Francisco,CA,94123,10/1/1968,1/1/2014,10/1/1968,1/1/2014,,,,,,,FALSE,FALSE,,,2,Marina,,POINT (-122.44311 37.799973),0035432-02-001-0035432--10-01-1968,17,4,6,13,17
1239520-11-191,480590,Tulips Speech Therapy Llc,Tulips Speech Therapy,1414 Castro St Ste C,San Francisco,CA,94114,7/1/2013,,1/17/2017,12/1/2020,1640 Union St,San Francisco,94123,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,8,Noe Valley,,POINT (-122.43402 37.750313),1239520-11-191-0480590-6100-6299-01-17-2017,84,3,5,22,84
0035432-01-001,35432,Deroos Frances M Etal,3300 Scott Apts,3300 Scott St,San Francisco,CA,94123,10/1/1968,1/1/2014,10/1/1968,1/1/2014,,,,,,,FALSE,FALSE,,,2,Marina,,POINT (-122.44116 37.800285),0035432-01-001-0035432--10-01-1968,17,4,6,13,17
0035800-02-001,35800,Guido Albert & Morgan Tara M,1947 Clement Apts,1947 Clement St,San Francisco,CA,94121,10/1/1968,12/22/2015,10/1/1968,12/22/2015,,,,,,,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.48003 37.78221),0035800-02-001-0035800--10-01-1968,8,8,4,29,8
0167047-01-001,167047,Fisherman Yelena,Metro Mortgage Co,772 23rd Ave,San Francisco,CA,94121,11/10/1987,6/9/2016,10/26/2001,6/9/2016,,,,,,,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.482056 37.773205),0167047-01-001-0167047--10-26-2001,8,8,4,29,8
0446900-01-999,446900,Khemiri Marouan,Bay Cab,3121 Telegraph Ave 301,Oakland,CA,94609,3/1/2010,5/6/2013,3/1/2010,5/6/2013,,,,,,,FALSE,FALSE,,,,,,POINT (-122.26716 37.820442),0446900-01-999-0446900--03-01-2010,,,,,
1267170-01-211,1120363,Scarlett Campitelli,Perfect Fit Personal Training,2000 Broadway St Apt 1111,San Francisco,CA,94115,1/1/2020,,1/1/2020,1/1/2020,2000 Broadway St 1111 Apt,San Francisco,94115,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,2,Pacific Heights,,POINT (-122.43011 37.794907),1267170-01-211-1120363-6100-6299-01-01-2020,102,4,6,30,102
1267311-01-211,1120437,Britney Wilkey-Noteboom,Cabwnet,940 Sutter St Rm 518,San Francisco,CA,94109,6/1/2019,,6/1/2019,,0000 Undeliverable Mail,San Francisco,99999,CA,5100-5199 5400-5499,Multiple,FALSE,FALSE,,,3,Nob Hill,,POINT (-122.41588 37.788326),1267311-01-211-1120437-5100-5199 5400-5499-06-01-2019,50,6,3,21,50
0001916-01-001,1916,Avenues Pet Hospital Inc,Avenues Pet Hospital,2221 Taraval St,San Francisco,CA,94116,10/1/1968,,10/1/1968,,2221 Taraval St,San Francisco,94116,CA,,,FALSE,FALSE,H43,Pet Hospital - Overnight,4,Sunset/Parkside,,POINT (-122.48991 37.742397),0001916-01-001-0001916--10-01-1968,40,10,7,35,40
1252855-05-201,1114579,Najeeb Chaudhry,Bay Moble Wash,1118 Capitol Ave,San Francisco,CA,94112,5/4/1985,5/4/1985,5/4/1985,5/4/1985,,,,,2300-2399,Construction,FALSE,FALSE,,,7,Oceanview/Merced/Ingleside,,POINT (-122.459175 37.72223),1252855-05-201-1114579-2300-2399-05-04-1985,64,10,8,24,64
0035118-01-001,35118,Lopresti Anthony L,175 Castro St Apartments,175 Castro St,San Francisco,CA,94114,10/1/1968,,10/1/1968,,5120 Burnham Ranch Rd,Santa Rosa,95404,CA,7210-7219,Accommodations,FALSE,FALSE,,,8,Castro/Upper Market,,POINT (-122.43548 37.76613),0035118-01-001-0035118-7210-7219-10-01-1968,28,7,5,5,28
0035132-01-001,35132,Jung Horatio,1750 Stockton Apts,1750 Stockton St,San Francisco,CA,94133,10/1/1968,,10/1/1968,,5214f Diamond Heights Blvd # 234,San Francisco,94131,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,3,North Beach,,POINT (-122.40943 37.80185),0035132-01-001-0035132-5300-5399-10-01-1968,106,6,3,23,106
1207988-12-181,1096086,Carlotta Siniscalco,Carlotta Siniscalco,4082 23rd St,San Francisco,CA,94114,12/19/2018,6/26/2020,12/19/2018,6/26/2020,,,,,7210-7219,Accommodations,FALSE,FALSE,,,8,Noe Valley,,POINT (-122.43381 37.752945),1207988-12-181-1096086-7210-7219-12-19-2018,84,3,5,22,84
0170070-01-001,170070,Kwok Mary Ann,Millex Associates,870 Market St Ste 445,San Francisco,CA,94102,4/8/1988,,4/8/1988,,737 Pine St 52ste #,San Francisco,94108,CA,5600-5699,Administrative and Support Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40703 37.7849),0170070-01-001-0170070-5600-5699-04-08-1988,19,5,3,8,19
1257920-08-201,422343,Mulford Richard E,Rem Boiler And Plumbing Inc.,1112 Larkin St Apt 205,San Francisco,CA,94109,10/13/2007,,5/1/2018,,1495 7th Ave 2 Apt,San Francisco,94122,CA,2300-2399,Construction,FALSE,FALSE,,,3,Nob Hill,,POINT (-122.418465 37.788143),1257920-08-201-0422343-2300-2399-05-01-2018,50,6,3,21,50
1255409-07-201,1078909,"Sunshield Solutions, Inc.","Sunshield Solutions, Inc.",23441 Foley St,Hayward,CA,94545,11/8/2017,,12/1/2018,,23441 Foley St,Hayward,94545,CA,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.131966 37.642155),1255409-07-201-1078909-2300-2399-12-01-2018,,,,,
1125133-10-161,1060114,Louie Jennifer S,Kiin,1859 Powell St 166,San Francisco,CA,94133,10/25/2016,12/31/2020,10/25/2016,12/31/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,North Beach,,POINT (-122.411156 37.8017),1125133-10-161-1060114-5400-5499-10-25-2016,106,6,3,23,106
1125134-10-161,1060114,Louie Jennifer S,Kiin App,1859 Powell St 166,San Francisco,CA,94133,10/25/2016,12/31/2020,10/25/2016,12/31/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,North Beach,,POINT (-122.411156 37.8017),1125134-10-161-1060114-5400-5499-10-25-2016,106,6,3,23,106
1167870-11-171,1076709,Maria Regina Yujuico,Kulayan,235 Laussat St,San Francisco,CA,94117,9/27/2017,10/1/2019,9/27/2017,10/1/2019,,,,,4400-4599,Retail Trade,FALSE,FALSE,,,5,Hayes Valley,,POINT (-122.430954 37.771538),1167870-11-171-1076709-4400-4599-09-27-2017,26,4,11,9,26
0338353-02-001,338353,Coll Thomas G,Coll Construction,1422 16th Ave,San Francisco,CA,94122,10/14/2011,8/27/2018,10/14/2011,6/21/2018,,,,,2300-2399,Construction,FALSE,FALSE,,,7,Inner Sunset,,POINT (-122.47372 37.761375),0338353-02-001-0338353-2300-2399-10-14-2011,109,10,8,14,109
1267363-01-211,1120459,Bright Technologies Llc,Bright Technologies Llc,904 Filbert St,San Francisco,CA,94133,9/1/2020,,9/1/2020,,904 Filbert St,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Russian Hill,,POINT (-122.41445 37.800766),1267363-01-211-1120459-5400-5499-09-01-2020,107,6,3,32,107
1086215-08-161,1040994,Leon Hylton,Leon Hylton,1577 45th Ave,San Francisco,CA,94122,8/1/2016,,8/1/2016,,Po Box 280992,San Francisco,94128,CA,4800-4999,Transportation and Warehousing,FALSE,FALSE,,,4,Sunset/Parkside,,POINT (-122.50466 37.757206),1086215-08-161-1040994-4800-4999-08-01-2016,39,10,7,35,39
1007684-09-141,430838,Precision Tile & Granite Inc,Precision Tile & Granite Inc,200 Valley Dr 6,Brisbane,CA,94005,10/10/2013,,5/30/2014,12/1/2020,870 Estabrook St,San Leandro,94577,CA,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.403366 37.68855),1007684-09-141-0430838-2300-2399-05-30-2014,,,,,
1188800-05-181,1024800,Monika Mcnamara Inc,Outdoor Education Sf,15 Burlwood Dr,San Francisco,CA,94127,1/25/2016,,5/18/2018,11/1/2020,2261 Market St 40 #,San Francisco,94114,CA,,,FALSE,FALSE,,,7,West of Twin Peaks,,POINT (-122.45519 37.734882),1188800-05-181-1024800--05-18-2018,117,9,8,41,117
0001921-04-001,1921,Avis Rent A Car System Inc,Avis Rent A Car System Inc,675 Post St,San Francisco,CA,94109,5/31/2013,,5/31/2013,,6 Sylvan Way,Parsippany,7054,NJ,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,D13 D26 P02,Multiple,3,Tenderloin,,POINT (-122.41287 37.787697),0001921-04-001-0001921-5300-5399-05-31-2013,50,6,3,36,50
0436486-01-001,436486,Shmuelov Yotam,Winter Moving And Storage,2191 Mission St Apt 203,San Francisco,CA,94110,2/25/2009,,2/25/2009,,2067 Newcomb Ave,San Francisco,94124,CA,4800-4999,Transportation and Warehousing,FALSE,FALSE,,,9,Mission,,POINT (-122.41934 37.762024),0436486-01-001-0436486-4800-4999-02-25-2009,53,3,2,20,53
0035525-01-003,35525,Dignity Health,St Marys Hospital & Med Cntr,1 Shrader St,San Francisco,CA,94117,2/28/1991,,1/1/2003,,450 Stanyan St,San Francisco,94117,CA,6100-6299,Private Education and Health Services,TRUE,FALSE,,,1,Lone Mountain/USF,,POINT (-122.45302 37.774876),0035525-01-003-0035525-6100-6299-01-01-2003,12,7,4,18,12
0035525-02-001,35525,Dignity Health,St Mary's Medical Center,450 Stanyan St,San Francisco,CA,94117,2/28/1991,,2/28/1991,,450 Stanyan St,San Francisco,94117,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,D02 D03 D04 D19 D26 D28 D39 H26,Multiple,1,Lone Mountain/USF,,POINT (-122.45444 37.773815),0035525-02-001-0035525-6100-6299-02-28-1991,12,7,4,18,12
0035800-01-001,35800,Guido Albert & Morgan Tara M,2429 Clement Apts,2429 Clement St,San Francisco,CA,94121,10/1/1968,12/22/2015,10/1/1968,12/22/2015,,,,,,,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.48523 37.781982),0035800-01-001-0035800--10-01-1968,8,8,4,29,8
1193550-06-181,482705,Fpl Corporate Services Llc,Fpl Corporate Services Llc,220 Montgomery St Ste 344,San Francisco,CA,94104,6/1/2013,,6/1/2013,,123 N Wacker Dr 2500 Ste,Chicago,60606,IL,,,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.4024 37.791214),1193550-06-181-0482705--06-01-2013,108,6,3,8,108
0347331-04-002,347331,Propark America West Llc,Propark America West Llc,500 Post St,San Francisco,CA,94102,8/1/2001,,9/1/2005,2/28/2013,Po Box 204,San Francisco,94104,CA,,,FALSE,FALSE,,,3,Nob Hill,,POINT (-122.41017 37.788094),0347331-04-002-0347331--09-01-2005,50,6,3,21,50
